CVE,Associated CPE,Priority Tier,Priority Rationale,CVSS V3 Base,EPSS Score,EPSS Percentile,CISA KEV,VulnCheck KEV,Max Exploit Maturity,NVD Published,First Exploit Published,Weaponized Exploit Published,CISA KEV Date Added,VulnCheck KEV Date Added,Ransomware Associated,Botnet Associated,APT Associated,Threat Actors,Description
CVE-2024-0012,cpe:2.3:o:paloaltonetworks:pan-os:11.2.4:h2:*:*:*:*:*:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,9.8,0.99698,0.99951,True,True,weaponized,2024-11-18T16:15:11.683Z,2024-11-19T00:00:00Z,2024-11-19T00:00:00Z,2024-11-18T00:00:00Z,2024-11-18T00:00:00Z,False,False,False,"China Attribution, Linuxsys, MgBot, Palo Alto Networks PAN-OS Management Interface Authentication Bypass Vulnerability, RA World, UNC5923","An authentication bypass in Palo Alto Networks PAN-OS software enables an unauthenticated attacker with network access to the management web interface to gain PAN-OS administrator privileges to perform administrative actions, tamper with the configuration, or exploit other authenticated privilege escalation vulnerabilities like  CVE-2024-9474 https://security.paloaltonetworks.com/CVE-2024-9474 .

The risk of this issue is greatly reduced if you secure access to the management web interface by restricting access to only trusted internal IP addresses according to our recommended  best practice deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

This issue is applicable only to PAN-OS 10.2, PAN-OS 11.0, PAN-OS 11.1, and PAN-OS 11.2 software.

Cloud NGFW and Prisma Access are not impacted by this vulnerability."
CVE-2026-0300,cpe:2.3:o:paloaltonetworks:pan-os:11.2.4:h2:*:*:*:*:*:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,9.8,0.32074,0.98165,True,True,weaponized,2026-05-06T19:16:35.73Z,,,2026-05-06T00:00:00Z,2026-05-05T00:00:00Z,False,False,False,"China Attribution, Palo Alto Networks PAN-OS Out-of-bounds Write Vulnerability","A buffer overflow vulnerability in the User-ID™ Authentication Portal (aka Captive Portal) service of Palo Alto Networks PAN-OS software allows an unauthenticated attacker to execute arbitrary code with root privileges on the PA-Series and VM-Series firewalls by sending specially crafted packets. 

The risk of this issue is greatly reduced if you secure access to the User-ID™ Authentication Portal per the  best practice guidelines https://knowledgebase.paloaltonetworks.com/KCSArticleDetail  by restricting access to only trusted internal IP addresses.

Prisma Access, Cloud NGFW and Panorama appliances are not impacted by this vulnerability."
CVE-2026-33824,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,9.8,0.5585,0.98956,False,True,weaponized,2026-04-14T18:17:34.767Z,2026-04-23T00:00:00Z,,,2026-07-30T00:00:00Z,False,False,False,China Attribution,Double free in Windows IKE Extension allows an unauthorized attacker to execute code over a network.
CVE-2025-59287,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,9.8,0.99938,0.99971,True,True,weaponized,2025-10-14T17:16:11.67Z,2025-10-17T00:00:00Z,2025-10-21T00:00:00Z,2025-10-24T00:00:00Z,2025-10-24T00:00:00Z,False,False,False,"China Attribution, Iran Attribution, Microsoft Windows Server Update Service (WSUS) Deserialization of Untrusted Data Vulnerability, SectorB, Veiled Panda",Deserialization of untrusted data in Windows Server Update Service allows an unauthorized attacker to execute code over a network.
CVE-2026-41089,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,9.8,0.79622,0.99571,False,True,weaponized,2026-05-12T18:17:20.72Z,2026-06-01T00:00:00Z,,,2026-05-29T00:00:00Z,False,False,False,None,Stack-based buffer overflow in Windows Netlogon allows an unauthorized attacker to execute code over a network.
CVE-2026-0257,cpe:2.3:o:paloaltonetworks:pan-os:11.2.4:h2:*:*:*:*:*:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,9.1,0.93905,0.99837,True,True,weaponized,2026-05-13T19:17:01.04Z,2026-05-29T00:00:00Z,2026-06-01T00:00:00Z,2026-05-29T00:00:00Z,2026-05-29T00:00:00Z,False,False,False,"Palo Alto Networks PAN-OS Authentication Bypass Vulnerability, Qilin","Authentication bypass vulnerabilities in the GlobalProtect portal and gateway of Palo Alto Networks PAN-OS® software allows the attacker to bypass security restrictions and establish an unauthorized VPN connection.

Panorama and Cloud NGFW are not impacted by these issues."
CVE-2025-0108,cpe:2.3:o:paloaltonetworks:pan-os:11.2.4:h2:*:*:*:*:*:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,9.1,0.98455,0.99916,True,True,weaponized,2025-02-12T21:15:16.29Z,2025-02-12T00:00:00Z,2025-02-18T00:00:00Z,2025-02-18T00:00:00Z,2025-02-13T00:00:00Z,False,False,False,"Mora_001, Palo Alto Networks PAN-OS Authentication Bypass Vulnerability","An authentication bypass in the Palo Alto Networks PAN-OS software enables an unauthenticated attacker with network access to the management web interface to bypass the authentication otherwise required by the PAN-OS management web interface and invoke certain PHP scripts. While invoking these PHP scripts does not enable remote code execution, it can negatively impact integrity and confidentiality of PAN-OS.

You can greatly reduce the risk of this issue by restricting access to the management web interface to only trusted internal IP addresses according to our recommended  best practices deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

This issue does not affect Cloud NGFW or Prisma Access software."
CVE-2026-21510,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,8.8,0.25835,0.97798,True,True,weaponized,2026-02-10T18:16:33.17Z,2026-04-23T00:00:00Z,,2026-02-10T00:00:00Z,2026-02-10T00:00:00Z,False,False,False,"Fancy Bear, Microsoft Office Microsoft Office Security Feature Bypass Vulnerability, Microsoft Windows Shell Protection Mechanism Failure Vulnerability, Windows Shell Security Feature Bypass Vulnerability",Protection mechanism failure in Windows Shell allows an unauthorized attacker to bypass a security feature over a network.
CVE-2026-21513,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,8.8,0.15384,0.96493,True,True,weaponized,2026-02-10T18:16:33.643Z,2026-02-20T00:00:00Z,2026-03-18T00:00:00Z,2026-02-10T00:00:00Z,2026-02-10T00:00:00Z,False,False,False,"Fancy Bear, MSHTML Framework Security Feature Bypass Vulnerability, Microsoft MSHTML Framework Protection Mechanism Failure Vulnerability, Microsoft Office Microsoft Office Security Feature Bypass Vulnerability, Mythic Leopard, SectorC",Protection mechanism failure in MSHTML Framework allows an unauthorized attacker to bypass a security feature over a network.
CVE-2026-20931,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,8.0,0.00786,0.531,False,True,weaponized,2026-01-13T18:16:20.003Z,2026-01-19T00:00:00Z,,,2026-02-24T00:00:00Z,False,False,False,None,External control of file name or path in Windows Telephony Service allows an authorized attacker to elevate privileges over an adjacent network.
CVE-2025-60710,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.8,0.04598,0.90863,True,True,weaponized,2025-11-11T18:15:39.073Z,2025-11-11T00:00:00Z,,2026-04-13T00:00:00Z,2026-04-13T00:00:00Z,False,False,False,Microsoft Windows Link Following Vulnerability,Improper link resolution before file access ('link following') in Host Process for Windows Tasks allows an authorized attacker to elevate privileges locally.
CVE-2026-21519,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.8,0.0242,0.82774,True,True,weaponized,2026-02-10T18:16:34.417Z,,,2026-02-10T00:00:00Z,2026-02-10T00:00:00Z,False,False,False,"Desktop Window Manager Elevation of Privilege Vulnerability, Microsoft Windows Desktop Window Manager Elevation of Privilege Vulnerability, Microsoft Windows Type Confusion Vulnerability",Access of resource using incompatible type ('type confusion') in Desktop Window Manager allows an authorized attacker to elevate privileges locally.
CVE-2025-59230,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.8,0.02584,0.8392,True,True,weaponized,2025-10-14T17:16:04.173Z,,,2025-10-14T00:00:00Z,2025-10-14T00:00:00Z,False,False,False,"Microsoft Windows Improper Access Control Vulnerability, Microsoft Windows Improper access control, Windows Remote Access Connection Manager Elevation of Privilege Vulnerability",Improper access control in Windows Remote Access Connection Manager allows an authorized attacker to elevate privileges locally.
CVE-2025-24990,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.8,0.06003,0.92697,True,True,weaponized,2025-10-14T17:15:39.193Z,2025-10-16T00:00:00Z,2025-11-10T00:00:00Z,2025-10-14T00:00:00Z,2025-10-14T00:00:00Z,False,False,False,"Microsoft Windows Untrusted Pointer Dereference Vulnerability, Windows Agere Modem Driver Elevation of Privilege Vulnerability","Microsoft is aware of vulnerabilities in the third party Agere Modem driver that ships natively with supported Windows operating systems.  This is an announcement of the upcoming removal of ltmdm64.sys driver.  The driver has been removed in the October cumulative update.
Fax modem hardware dependent on this specific driver will no longer work on Windows.
Microsoft recommends removing any existing dependencies on this hardware."
CVE-2026-21533,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.8,0.03846,0.89226,True,True,weaponized,2026-02-10T18:16:35.79Z,,,2026-02-10T00:00:00Z,2026-02-10T00:00:00Z,False,False,False,"Microsoft Windows Improper Privilege Management Vulnerability, Microsoft Windows Windows Remote Desktop Services Elevation of Privilege Vulnerability, Windows Remote Desktop Services Elevation of Privilege Vulnerability",Improper privilege management in Windows Remote Desktop allows an authorized attacker to elevate privileges locally.
CVE-2026-25187,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.8,0.03178,0.86952,False,True,weaponized,2026-03-10T18:18:35.413Z,,,,2026-04-13T00:00:00Z,False,False,False,None,Improper link resolution before file access ('link following') in Winlogon allows an authorized attacker to elevate privileges locally.
CVE-2026-56155,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.8,0.02333,0.82107,True,True,weaponized,2026-07-14T17:17:09.763Z,,,2026-07-14T00:00:00Z,2026-07-14T00:00:00Z,False,False,False,"Active Directory Federation Services Elevation of Privilege Vulnerability, Microsoft Active Directory Federation Services Insufficient Granularity of Access Control Vulnerability , Microsoft Windows ADFS Elevation of Privilege Vulnerability",Insufficient granularity of access control in Active Directory Federation Services (AD FS) allows an authorized attacker to elevate privileges locally.
CVE-2026-45586,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.8,0.0363,0.88555,False,True,weaponized,2026-06-09T17:17:26.57Z,2026-06-09T00:00:00Z,,,2026-07-10T00:00:00Z,False,False,False,None,Improper link resolution before file access ('link following') in Windows Collaborative Translation Framework allows an authorized attacker to elevate privileges locally.
CVE-2025-62221,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.8,0.02416,0.82747,True,True,weaponized,2025-12-09T18:15:56.517Z,,,2025-12-09T00:00:00Z,2025-12-09T00:00:00Z,False,False,False,"Microsoft Windows UAF in Windows Cloud Filter, Microsoft Windows Use After Free Vulnerability, Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability",Use after free in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2024-8752,cpe:2.3:a:smart-hmi:webiq:2.15.9:*:*:*:*:*:*:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.5,0.11759,0.95709,False,True,weaponized,2024-09-16T16:15:14.04Z,2024-09-12T00:00:00Z,2024-11-01T00:00:00Z,,2024-10-07T00:00:00Z,False,False,False,None,The Windows version of WebIQ 2.15.9 is affected by a directory traversal vulnerability that allows remote attackers to read any file on the system.
CVE-2024-9474,cpe:2.3:o:paloaltonetworks:pan-os:11.2.4:h2:*:*:*:*:*:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.2,0.94766,0.99853,True,True,weaponized,2024-11-18T16:15:29.78Z,2024-10-02T00:00:00Z,2024-11-19T00:00:00Z,2024-11-18T00:00:00Z,2024-11-18T00:00:00Z,False,False,False,"China Attribution, Linuxsys, Palo Alto Networks PAN-OS Management Interface OS Command Injection Vulnerability, UNC5923","A privilege escalation vulnerability in Palo Alto Networks PAN-OS software allows a PAN-OS administrator with access to the management web interface to perform actions on the firewall with root privileges.

Cloud NGFW and Prisma Access are not impacted by this vulnerability."
CVE-2025-62215,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.0,0.05985,0.92679,True,True,weaponized,2025-11-11T18:15:48.92Z,2025-11-14T00:00:00Z,,2025-11-12T00:00:00Z,2025-11-11T00:00:00Z,False,False,False,"Microsoft Windows Race Condition Vulnerability, Microsoft Windows Race condition leading to double free in kernel, Windows Kernel Elevation of Privilege Vulnerability",Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Kernel allows an authorized attacker to elevate privileges locally.
CVE-2026-68820,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,7.0,0.00332,0.26055,True,True,weaponized,2026-08-11T17:19:06.357Z,,,2026-08-11T00:00:00Z,2026-08-11T00:00:00Z,False,False,False,"Labyrinth Chollima, Microsoft Windows Ancillary Function Driver for WinSock Use-After-Free Vulnerability, Microsoft Windows Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability New, Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability",Use after free in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2025-0111,cpe:2.3:o:paloaltonetworks:pan-os:11.2.4:h2:*:*:*:*:*:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,6.5,0.0196,0.78619,True,True,weaponized,2025-02-12T21:15:16.793Z,,,2025-02-20T00:00:00Z,2025-02-18T00:00:00Z,False,False,False,Palo Alto Networks PAN-OS File Read Vulnerability,"An authenticated file read vulnerability in the Palo Alto Networks PAN-OS software enables an authenticated attacker with network access to the management web interface to read files on the PAN-OS filesystem that are readable by the “nobody” user.

You can greatly reduce the risk of this issue by restricting access to the management web interface to only trusted internal IP addresses according to our recommended  best practices deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .



This issue does not affect Cloud NGFW or Prisma Access software."
CVE-2026-21525,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,6.2,0.04956,0.91442,True,True,weaponized,2026-02-10T18:16:34.93Z,,,2026-02-10T00:00:00Z,2026-02-10T00:00:00Z,False,False,False,"Microsoft Windows NULL Pointer Dereference Vulnerability, Windows Remote Access Connection Manager Denial of Service Vulnerability",Null pointer dereference in Windows Remote Access Connection Manager allows an unauthorized attacker to deny service locally.
CVE-2026-20805,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,5.5,0.05116,0.91661,True,True,weaponized,2026-01-13T18:16:07.023Z,2026-01-19T00:00:00Z,,2026-01-13T00:00:00Z,2026-01-13T00:00:00Z,False,False,False,"Desktop Window Manager Information Disclosure Vulnerability, Microsoft Windows Desktop Window Manager Information Disclosure Vulnerability, Microsoft Windows Information Disclosure Vulnerability",Exposure of sensitive information to an unauthorized actor in Desktop Windows Manager allows an authorized attacker to disclose information locally.
CVE-2025-47827,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,4.6,0.04017,0.89689,True,True,weaponized,2025-06-05T14:15:32.263Z,2025-06-05T14:15:32.263Z,,2025-10-14T00:00:00Z,2025-10-14T00:00:00Z,False,False,False,IGEL OS Use of a Key Past its Expiration Date Vulnerability,"In IGEL OS before 11, Secure Boot can be bypassed because the igel-flash-driver module improperly verifies a cryptographic signature. Ultimately, a crafted root filesystem can be mounted from an unverified SquashFS image."
CVE-2026-32202,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Unattributed KEV,Confirmed known-exploited; no specific actor/campaign attribution.,4.3,0.63686,0.99147,True,True,weaponized,2026-04-14T18:17:27.36Z,2026-04-23T00:00:00Z,,2026-04-28T00:00:00Z,2026-04-14T00:00:00Z,False,False,False,"Fancy Bear, Microsoft Windows Protection Mechanism Failure Vulnerability, Windows Shell Spoofing Vulnerability",Protection mechanism failure in Windows Shell allows an unauthorized attacker to perform spoofing over a network.
CVE-2026-47291,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Weaponized,Weaponized exploit code available.,9.8,0.2275,0.9753,False,False,weaponized,2026-06-09T17:17:34.627Z,2026-06-17T00:00:00Z,2026-07-30T00:00:00Z,,,False,False,False,None,Integer overflow or wraparound in Windows HTTP.sys allows an unauthorized attacker to execute code over a network.
CVE-2025-55680,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Weaponized,Weaponized exploit code available.,7.8,0.0043,0.3582,False,False,weaponized,2025-10-14T17:15:48.503Z,2025-10-20T00:00:00Z,2025-11-26T00:00:00Z,,,False,False,False,None,Time-of-check time-of-use (toctou) race condition in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-26128,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Weaponized,Weaponized exploit code available.,7.8,0.00621,0.46877,False,False,weaponized,2026-03-10T18:18:41.903Z,2026-04-30T00:00:00Z,2026-08-03T00:00:00Z,,,False,False,False,None,Improper authentication in Windows SMB Server allows an authorized attacker to elevate privileges locally.
CVE-2026-24291,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Weaponized,Weaponized exploit code available.,7.8,0.03239,0.87223,False,False,weaponized,2026-03-10T18:18:19.733Z,2026-03-13T00:00:00Z,2026-04-08T00:00:00Z,,,False,False,False,None,Incorrect permission assignment for critical resource in Windows Accessibility Infrastructure (ATBroker.exe) allows an authorized attacker to elevate privileges locally.
CVE-2026-50343,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Weaponized,Weaponized exploit code available.,7.8,0.035,0.88166,False,False,weaponized,2026-07-14T18:17:33.973Z,2026-06-03T00:00:00Z,2026-07-29T00:00:00Z,,,False,False,False,None,Improper privilege management in Microsoft Install Service allows an authorized attacker to elevate privileges locally.
CVE-2026-58635,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Weaponized,Weaponized exploit code available.,7.8,0.00387,0.31829,False,False,weaponized,2026-07-14T17:17:13.833Z,2026-07-15T00:00:00Z,2026-07-23T00:00:00Z,,,False,False,False,None,Improper neutralization of special elements used in a command ('command injection') in Windows Narrator Braille allows an authorized attacker to elevate privileges locally.
CVE-2026-49176,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Weaponized,Weaponized exploit code available.,7.8,0.00471,0.38717,False,False,weaponized,2026-07-14T17:16:52.78Z,2026-07-16T00:00:00Z,2026-08-05T00:00:00Z,,,False,False,False,None,Improper privilege management in Windows WalletService allows an authorized attacker to elevate privileges locally.
CVE-2026-42980,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Weaponized,Weaponized exploit code available.,7.8,0.06949,0.93551,False,False,weaponized,2026-06-09T17:17:13.883Z,2026-07-07T00:00:00Z,2026-07-16T00:00:00Z,,,False,False,False,None,Integer underflow (wrap or wraparound) in Windows NT OS Kernel allows an authorized attacker to elevate privileges locally.
CVE-2026-49160,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Weaponized,Weaponized exploit code available.,7.5,0.53829,0.9891,False,False,weaponized,2026-06-09T17:17:46.963Z,2026-06-22T00:00:00Z,2026-06-22T00:00:00Z,,,False,False,False,None,Uncontrolled resource consumption in HTTP/2 allows an unauthorized attacker to deny service over a network.
CVE-2026-21508,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Weaponized,Weaponized exploit code available.,7.0,0.00431,0.35864,False,False,weaponized,2026-02-10T18:16:33.003Z,2026-02-10T00:00:00Z,2026-03-06T00:00:00Z,,,False,False,False,None,Improper authentication in Windows Storage allows an authorized attacker to elevate privileges locally.
CVE-2026-41096,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,9.8,0.01932,0.783,False,False,poc,2026-05-12T18:17:21.167Z,2026-05-24T00:00:00Z,,,,False,False,False,None,Heap-based buffer overflow in Microsoft Windows DNS allows an unauthorized attacker to execute code over a network.
CVE-2026-54121,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,8.8,0.01052,0.61484,False,False,poc,2026-07-14T18:18:08.057Z,2026-07-23T00:00:00Z,,,,False,False,False,None,Improper authorization in Active Directory Certificate Services (AD CS) allows an authorized attacker to elevate privileges over a network.
CVE-2026-25177,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,8.8,0.01241,0.66627,False,False,poc,2026-03-10T18:18:33.123Z,2026-08-05T00:00:00Z,,,,False,False,False,None,Improper restriction of names for files and other resources in Active Directory Domain Services allows an authorized attacker to elevate privileges over a network.
CVE-2025-54918,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,8.8,0.19354,0.97115,False,False,poc,2025-09-09T17:16:04.503Z,2026-01-12T00:00:00Z,,,,False,False,False,None,Improper authentication in Windows NTLM allows an authorized attacker to elevate privileges over a network.
CVE-2026-54992,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,8.4,0.00471,0.38682,False,False,poc,2026-07-14T17:17:06.83Z,2026-07-16T00:00:00Z,,,,False,False,False,None,Heap-based buffer overflow in Windows Message Queuing Queue Manager allows an unauthorized attacker to execute code locally.
CVE-2026-0265,cpe:2.3:o:paloaltonetworks:pan-os:11.2.4:h2:*:*:*:*:*:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,8.1,0.00379,0.31052,False,False,poc,2026-05-13T18:16:14.693Z,2026-05-20T00:00:00Z,,,,False,False,False,None,"An authentication bypass vulnerability in Palo Alto Networks PAN-OS® software enables an unauthenticated attacker with network access to bypass authentication controls when Cloud Authentication Service (CAS) is enabled.



The risk is higher if CAS is enabled on the management interface and lower when any other login interfaces are used.

The risk of this issue is greatly reduced if you secure access to the management web interface by restricting access to only trusted internal IP addresses according to our recommended  best practice deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

This issue is applicable to PAN-OS software on PA-Series and VM-Series firewalls and on Panorama (virtual and M-Series).

Cloud NGFW and Prisma Access® are not impacted by this vulnerability."
CVE-2026-27912,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,8.0,0.00242,0.15591,False,False,poc,2026-04-14T18:16:58.6Z,2026-08-05T00:00:00Z,,,,False,False,False,None,Improper authorization in Windows Kerberos allows an authorized attacker to elevate privileges over an adjacent network.
CVE-2026-50502,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,8.0,0.006,0.45844,False,False,poc,2026-07-14T18:17:57.277Z,2026-07-20T00:00:00Z,,,,False,False,False,None,Insufficient granularity of access control in Windows Event Logging Service allows an authorized attacker to execute code over a network.
CVE-2026-58613,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.00447,0.37186,False,False,poc,2026-07-14T18:18:44.007Z,2026-07-14T00:00:00Z,,,,False,False,False,None,Use after free in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2025-59201,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.00415,0.34542,False,False,poc,2025-10-14T17:15:59.7Z,2026-02-23T00:00:00Z,,,,False,False,False,None,Improper access control in Network Connection Status Indicator (NCSI) allows an authorized attacker to elevate privileges locally.
CVE-2026-62737,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.00333,0.26195,False,False,poc,2026-08-11T17:18:25.347Z,2026-08-09T00:00:00Z,,,,False,False,False,None,Untrusted pointer dereference in Windows Kernel allows an authorized attacker to elevate privileges locally.
CVE-2025-64673,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.00327,0.25501,False,False,poc,2025-12-09T18:16:06.75Z,2026-07-27T00:00:00Z,,,,False,False,False,None,Improper access control in Storvsp.sys Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-20817,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,Proof-of-Concept,Public proof-of-concept exists; not observed as weaponized or exploited.,7.8,0.05426,0.92025,False,False,poc,2026-01-13T18:16:08.647Z,2026-03-10T00:00:00Z,,,,False,False,False,None,Improper handling of insufficient permissions or privileges in Windows Error Reporting allows an authorized attacker to elevate privileges locally.
